Number,q1,q2,q3,raceeth,q6,q7,q23,q26,q28
3275,5,2,2,3,,,2,2,1
3276,7,2,3,3,1.88,82.1,2,2,1
3277,4,2,2,3,1.8,74.84,2,2,1
3278,5,2,2,3,1.75,63.5,2,2,1
3279,5,1,2,3,1.6,74.84,2,2,1
3280,5,1,2,5,1.7,59.88,2,2,
3281,5,2,2,5,1.78,102.06,1,2,1
3282,5,2,2,5,1.8,84.82,2,2,1
3283,5,2,2,5,1.83,63.5,2,2,1
3284,4,1,2,5,1.65,60.33,1,2,1
3285,5,1,2,6,,,1,1,2
3286,5,2,2,3,1.78,111.13,2,1,2
3287,4,1,2,5,,,2,1,2
3288,7,2,3,5,1.73,59.42,2,2,1
3289,6,2,3,5,1.8,90.72,2,2,1
3290,5,1,2,3,1.6,74.39,2,1,3
3291,5,2,3,5,1.73,61.24,2,2,1
3292,6,2,3,5,1.73,52.62,2,2,1
3293,5,1,3,5,1.6,52.16,2,2,1
3294,6,2,3,3,1.7,67.13,2,2,1
3295,6,2,3,3,1.8,88.45,2,2,1
3296,5,2,3,5,1.8,115.67,2,2,1
3297,6,2,3,5,1.85,110.68,2,2,1
3298,7,1,4,3,,,2,2,1
3299,6,1,3,5,1.55,63.05,1,2,1
3300,5,1,4,3,1.65,78.93,2,2,1
3301,6,1,3,3,1.57,61.24,2,2,1
3302,6,2,4,3,1.88,68.95,2,2,1
3303,5,2,3,5,1.75,70.31,2,2,1
3304,5,2,3,5,1.8,67.13,2,2,1
3305,5,2,3,3,1.85,156.49,2,2,1
3306,6,1,4,8,1.63,81.65,2,1,1
3307,4,1,1,3,,,1,1,3
3308,3,2,1,3,1.8,60.33,2,2,1
3309,4,1,1,3,1.6,77.11,1,2,1
3310,4,2,1,3,1.68,69.4,1,2,
3311,4,2,1,7,1.75,56.7,2,2,
3312,4,2,1,3,1.63,47.63,2,2,1
3313,5,2,2,5,1.78,89.81,1,1,2
3314,4,1,2,5,1.6,58.97,1,1,
3315,4,2,1,3,1.83,78.47,2,2,1
3316,5,1,2,5,1.7,65.77,1,1,3
3317,7,1,4,3,,,1,2,
3318,5,1,4,3,1.68,70.31,2,1,3
3319,7,2,3,5,1.85,180.53,2,2,
3320,6,1,4,5,1.47,41.73,2,2,1
3321,7,2,4,3,1.78,131.09,2,2,1
3322,6,2,3,5,1.8,158.31,2,2,1
3323,4,2,2,3,1.8,96.62,2,2,1
3324,,1,3,3,,,2,2,1
3325,,2,4,3,,,2,2,1
3326,6,1,3,5,1.63,46.72,1,2,1
3327,3,2,1,3,1.75,63.05,1,2,1
3328,4,2,1,3,1.85,116.12,2,2,
3329,5,1,1,5,1.78,58.97,2,1,2
3330,5,2,1,3,,,2,2,
3331,3,2,1,3,1.78,99.79,2,2,1
3332,4,1,1,3,1.7,51.26,2,2,1
3333,4,2,1,3,1.57,38.56,2,2,1
3334,4,1,1,5,1.65,52.16,1,2,1
3335,3,2,1,5,1.65,88.45,,,
3336,3,2,1,5,1.88,65.77,2,2,1
3337,5,1,2,5,1.7,113.4,1,2,1
3338,5,1,2,5,1.6,63.5,1,1,
3339,4,2,2,5,1.78,61.69,2,2,1
3340,4,2,2,5,1.85,70.31,1,2,1
3341,4,2,2,8,1.78,90.72,2,2,1
3342,5,2,2,,1.78,92.99,1,1,1
3343,5,2,2,5,1.85,60.33,2,2,1
3344,4,1,2,5,,,1,2,1
3345,4,1,2,5,1.8,117.94,1,1,3
3346,4,2,2,5,1.85,56.25,2,2,1
3347,5,2,2,8,1.85,70.31,2,2,1
3348,5,2,2,5,1.88,81.65,1,2,1
3349,5,2,2,5,1.78,78.02,2,2,1
3350,6,2,3,5,1.85,92.08,1,1,1
3351,6,1,3,5,1.73,54.43,1,1,2
3352,4,1,2,3,1.75,116.12,2,2,1
3353,6,2,2,3,1.75,71.67,2,2,1
3354,4,1,2,5,1.7,63.5,2,2,
3355,5,1,3,5,1.6,63.05,1,1,2
3356,5,1,2,5,1.63,90.27,2,2,1
3357,6,2,2,3,1.78,104.33,2,2,1
3358,4,1,2,3,1.7,61.69,2,2,
3359,4,2,2,8,1.65,75.75,2,2,1
3360,6,1,3,5,1.68,68.95,1,1,1
3361,5,2,2,5,1.7,58.97,2,2,
3362,5,1,2,5,1.6,53.07,1,2,1
3363,5,1,3,3,1.65,80.29,2,2,1
3364,7,1,3,5,1.55,43.55,2,2,1
3365,5,2,3,3,1.78,71.22,2,2,1
3366,4,2,1,5,1.78,99.79,1,2,1
3367,5,1,2,5,,,2,2,1
3368,5,1,3,3,1.65,73.03,1,1,3
3369,5,2,2,5,1.75,54.43,1,2,1
3370,5,1,3,3,1.63,89.81,2,2,
3371,5,2,2,5,1.73,89.36,2,2,1
3372,4,2,2,5,1.7,69.85,2,2,1
3373,5,1,3,3,1.57,90.27,2,2,1
3374,6,2,3,3,,,2,2,1
3375,6,2,3,3,1.75,77.11,2,2,1
3376,5,1,3,5,1.68,61.24,2,2,1
3377,6,2,3,8,1.75,65.77,2,2,1
3378,5,1,3,3,1.6,47.17,2,2,
3379,7,1,4,1,1.63,56.25,2,2,1
3380,7,2,4,3,1.7,86.18,2,2,
3381,7,1,3,3,1.78,104.33,2,1,
3382,5,1,3,3,1.65,76.2,2,2,1
3383,6,1,4,5,1.68,69.85,1,1,2
3384,5,1,4,5,1.7,57.15,1,1,1
3385,5,1,3,5,1.6,49.9,1,1,3
3386,5,1,3,3,1.73,81.65,1,1,1
3387,5,2,3,5,1.83,74.84,1,2,1
3388,7,1,4,5,1.65,83.46,2,1,2
3389,6,1,3,5,,,2,1,2
3390,6,1,3,5,1.55,56.7,2,2,1
3391,6,2,3,5,1.73,92.53,2,2,1
3392,6,2,3,5,1.83,117.94,1,2,1
3393,6,2,3,5,1.7,69.4,2,2,1
3394,5,2,3,3,1.7,93.44,2,2,1
3395,6,2,3,5,1.6,80.74,2,1,1
3396,5,2,3,8,1.8,63.5,2,2,1
3397,4,2,1,3,,,1,2,1
3398,4,2,1,6,1.7,74.84,2,2,
3399,4,2,1,3,1.7,70.76,2,2,
3400,4,2,1,5,1.83,58.97,1,1,3
3401,4,1,1,7,1.73,90.72,2,2,1
3402,5,2,1,3,1.68,63.96,2,1,3
3403,3,2,1,8,1.85,85.73,1,2,1
3404,4,1,1,5,1.57,54.43,1,2,
3405,3,2,1,5,1.88,59.42,2,1,1
3406,4,1,1,3,1.7,48.08,2,2,1
3407,4,2,1,5,1.63,49.9,2,1,
3408,4,1,1,3,1.65,62.6,1,1,1
3409,4,2,1,3,1.85,114.76,2,1,3
3410,3,2,1,5,1.7,61.24,1,2,1
3411,3,2,1,7,,,1,2,1
3412,3,2,1,3,,,2,2,1
3413,3,2,1,5,1.7,54.43,1,2,1
3414,3,1,1,3,,,2,2,1
3415,3,1,1,5,1.63,58.97,2,2,1
3416,4,1,1,5,,,2,2,1
3417,5,1,2,7,1.57,53.52,2,2,1
3418,5,2,3,7,1.63,74.39,1,2,1
3419,5,2,2,5,1.75,65.77,2,2,1
3420,5,2,2,5,1.75,58.97,2,2,1
3421,5,1,2,6,1.78,68.95,2,2,1
3422,5,2,2,5,1.93,74.39,1,2,1
3423,6,2,2,5,1.73,81.65,1,,
3424,4,2,2,5,,,2,2,1
3425,5,2,2,5,1.73,63.5,2,2,1
3426,5,1,2,8,,,2,2,1
3427,5,2,3,7,1.78,123.38,2,2,1
3428,6,1,4,5,,,2,2,1
3429,7,1,4,2,,,2,2,1
3430,5,2,2,5,,,2,2,1
3431,5,1,2,5,1.6,47.63,2,2,1
3432,4,1,1,7,,,2,1,1
3433,5,2,2,5,1.7,61.69,2,2,1
3434,5,1,2,5,1.73,72.58,2,2,1
3435,5,1,2,7,1.52,45.81,2,2,1
3436,7,1,4,7,1.65,74.84,2,2,1
3437,7,1,4,5,1.68,54.43,2,2,1
3438,6,1,4,5,,,2,2,1
3439,6,1,4,5,,,2,2,1
3440,,,,,,,2,2,1
3441,6,1,4,5,,,2,2,1
3442,6,1,4,5,,,1,1,2
3443,7,2,4,5,1.88,65.77,2,2,1
3444,6,1,3,5,1.55,49.9,1,2,1
3445,6,1,3,5,1.68,58.97,2,1,1
3446,5,2,3,5,1.85,73.48,2,2,1
3447,6,2,3,7,1.68,55.34,2,2,1
3448,6,1,4,5,,,2,1,2
3449,6,1,4,7,1.65,52.16,2,2,1
3450,7,2,4,7,1.73,86.18,2,2,1
3451,7,1,4,8,1.63,54.43,2,1,1
3452,7,1,4,5,,,2,2,1
3453,7,1,4,5,1.65,66.68,2,2,1
3454,6,2,3,2,,,2,2,1
3455,6,1,3,7,1.57,45.81,2,2,
3456,6,1,3,6,1.6,61.24,1,2,1
3457,5,1,3,7,,,2,1,1
3458,6,2,3,5,1.7,68.04,1,1,1
3459,6,2,3,5,1.83,69.85,2,2,1
3460,5,1,3,5,1.55,44.45,2,2,1
3461,6,1,3,5,1.63,68.04,1,2,
3462,5,1,3,6,1.45,42.64,2,2,1
3463,5,1,3,7,1.55,58.97,2,2,1
3464,6,2,3,5,1.8,65.77,2,2,1
3465,5,2,3,5,1.85,79.83,2,1,1
3466,5,2,3,7,1.73,102.06,1,2,1
3467,5,2,3,5,1.75,90.72,2,2,1
3468,3,1,1,5,,,2,1,1
3469,4,1,1,5,1.55,49.9,,,
3470,3,2,1,2,1.73,75.3,2,2,1
3471,3,1,1,5,1.57,44.45,2,2,1
3472,3,2,1,5,1.8,72.58,2,2,1
3473,4,1,1,5,1.7,64.86,2,2,1
3474,4,1,1,5,1.65,40.82,2,2,1
3475,3,1,1,7,1.6,48.08,2,2,1
3476,4,1,1,5,1.6,50.8,2,2,1
3477,4,1,1,5,1.68,56.7,1,2,1
3478,4,2,1,5,1.8,72.58,1,2,1
3479,4,1,2,5,1.65,57.15,2,2,1
3480,3,1,1,5,1.68,52.16,2,1,2
3481,3,1,1,5,1.65,50.8,2,2,1
3482,4,1,1,5,1.65,47.63,2,1,2
3483,4,1,1,5,1.7,63.5,2,2,1
3484,4,1,1,5,1.73,50.8,2,2,1
3485,4,1,1,5,1.57,53.07,1,1,3
3486,4,1,1,5,1.78,49.9,2,2,1
3487,4,2,1,5,1.73,63.5,2,2,1
3488,3,1,1,5,1.68,54.43,2,2,1
3489,4,1,1,5,1.5,45.81,2,1,1
3490,4,2,1,5,1.68,61.24,1,2,1
3491,3,1,1,5,1.65,61.24,2,2,1
3492,4,1,1,3,1.68,58.97,1,2,1
3493,4,2,1,5,1.8,61.24,2,2,1
3494,5,2,3,5,1.85,87.09,1,2,1
3495,6,1,3,3,1.57,46.27,1,2,1
3496,5,2,4,3,1.68,113.4,1,2,1
3497,5,2,3,5,1.83,64.86,2,2,1
3498,5,2,3,5,1.83,92.53,2,2,1
3499,5,2,3,5,1.78,97.52,1,2,1
3500,5,1,3,5,1.5,44.45,1,2,1
3501,6,1,3,5,1.65,52.16,2,2,1
3502,6,2,3,5,,,,,
3503,6,2,3,5,1.73,137.44,2,1,4
3504,1,2,1,7,,,1,2,1
3505,5,1,3,5,1.65,78.02,2,2,1
3506,6,1,4,5,1.55,68.04,2,1,1
3507,6,1,3,1,1.65,67.13,2,1,1
3508,5,1,3,5,1.5,40.82,2,1,1
3509,5,2,3,5,1.9,102.06,2,2,1
3510,7,1,4,5,1.6,64.41,1,2,1
3511,6,2,4,5,1.9,117.94,2,2,1
3512,6,2,4,5,1.57,75.75,2,1,1
3513,4,1,4,2,,,2,2,1
3514,6,1,4,8,1.73,81.65,2,2,1
3515,6,2,4,5,1.78,67.13,2,2,1
3516,7,1,4,5,1.68,77.11,2,2,1
3517,7,1,4,5,1.65,78.93,2,2,1
3518,6,2,4,5,1.7,71.67,2,2,1
3519,6,1,4,5,1.57,58.97,2,1,2
3520,3,1,1,5,1.73,54.43,2,2,1
3521,3,2,1,,1.78,67.13,2,2,1
3522,3,1,1,5,,,2,2,1
3523,3,2,1,5,1.6,47.63,1,2,1
3524,3,2,1,5,,,1,1,1
3525,5,1,3,8,1.63,49.44,1,1,3
3526,4,2,1,8,1.7,73.48,2,2,1
3527,3,2,1,5,1.68,79.38,2,2,1
3528,3,1,1,5,1.78,165.11,2,2,1
3529,3,1,1,,1.65,96.16,2,2,1
3530,3,2,1,5,1.73,57.15,2,2,1
3531,3,2,1,5,1.73,77.11,2,2,1
3532,3,1,1,5,1.57,43.55,2,2,1
3533,3,1,1,7,1.68,68.04,1,1,5
3534,5,2,3,5,1.63,72.58,2,2,1
3535,5,2,3,5,1.75,97.52,2,2,1
3536,4,1,2,8,1.6,90.72,2,2,
3537,4,2,2,5,1.73,63.5,2,2,1
3538,4,1,2,5,1.6,68.04,1,2,1
3539,4,1,2,5,1.65,73.48,1,1,1
3540,4,1,2,5,1.57,72.58,1,1,2
3541,4,2,2,5,1.73,97.52,1,2,1
3542,4,1,2,5,1.73,95.26,1,2,1
3543,5,2,3,8,1.8,73.03,2,2,1
3544,4,2,2,5,1.83,67.13,1,2,1
3545,4,1,2,5,1.65,72.58,1,2,1
3546,4,2,2,5,1.7,53.52,2,2,1
3547,4,1,2,5,1.6,64.41,1,2,1
3548,5,1,2,5,1.6,52.16,2,1,1
3549,5,2,2,5,1.73,68.04,2,2,1
3550,5,1,2,5,,,2,1,1
3551,4,1,2,5,1.63,100.7,2,2,1
3552,5,2,2,5,1.8,63.5,2,2,1
3553,4,2,2,5,1.73,61.69,2,2,
3554,7,2,4,5,1.68,49.9,2,2,1
3555,6,2,4,5,1.8,83.92,2,2,1
3556,6,2,4,5,1.8,77.11,2,2,1
3557,5,1,3,5,1.75,74.84,1,2,1
3558,5,2,3,5,1.68,59.88,2,2,1
3559,5,2,3,5,1.63,63.5,2,2,1
3560,5,1,3,5,1.63,68.04,2,2,1
3561,5,2,3,5,1.88,73.48,2,2,1
3562,5,1,3,5,1.7,60.78,1,2,1
3563,7,2,4,5,1.83,99.79,1,2,1
3564,7,2,4,5,,,2,2,1
3565,6,2,4,3,1.63,97.52,2,2,1
3566,6,1,4,5,1.63,58.51,2,2,1
3567,6,1,4,5,1.68,81.65,1,1,3
3568,6,1,4,5,1.7,66.68,1,1,
3569,6,1,4,5,1.75,74.84,1,2,
3570,7,2,4,5,1.88,104.33,2,2,1
3571,6,1,4,5,1.63,63.5,1,2,1
3572,7,2,4,5,1.65,84.37,1,1,1
3573,6,1,4,5,1.68,58.97,2,2,1
3574,6,1,4,5,1.6,61.24,2,2,1
3575,7,1,4,5,1.68,65.77,2,1,1
3576,7,2,4,5,1.85,70.76,1,2,1
3577,6,1,4,8,1.75,63.05,2,2,1
3578,7,1,4,5,1.65,58.97,2,2,1
3579,6,2,4,5,1.7,74.84,2,2,1
3580,6,1,4,5,1.57,81.65,2,2,1
3581,3,2,1,5,1.6,54.43,1,2,1
3582,3,2,1,5,1.68,57.15,2,2,1
3583,5,1,3,5,1.68,72.58,2,2,1
3584,6,1,3,5,1.7,63.5,2,2,1
3585,5,1,3,5,1.6,47.63,2,2,1
3586,5,1,3,5,1.78,72.12,2,2,1
3587,6,1,4,5,1.68,61.69,1,2,1
3588,7,1,4,5,1.65,61.24,2,2,1
3589,6,1,4,5,1.78,97.07,2,2,1
3590,6,2,4,5,1.9,63.5,2,2,1
3591,7,1,4,5,1.7,63.5,2,2,1
3592,7,1,4,5,1.68,68.04,1,2,1
3593,5,1,3,8,1.57,63.5,2,1,2
3594,5,1,3,5,1.65,59.88,2,2,1
3595,5,2,3,5,1.78,65.32,2,2,1
3596,5,1,3,5,1.65,74.84,2,2,1
3597,5,1,3,5,1.7,68.95,2,2,1
3598,5,2,3,5,1.85,71.22,1,2,1
3599,5,1,3,5,1.7,63.5,2,2,1
3600,5,1,3,5,1.57,63.5,2,2,1
3601,5,2,3,5,1.8,72.58,2,1,1
3602,6,1,3,5,1.68,72.58,2,2,1
3603,5,1,3,5,1.63,55.79,2,2,1
3604,4,2,2,5,1.85,81.65,2,2,1
3605,4,1,2,7,1.55,56.7,2,2,1
3606,4,1,2,5,1.65,49.9,2,2,1
3607,5,2,2,5,1.78,88.45,2,2,
3608,4,2,2,5,1.68,77.11,2,2,1
3609,4,2,2,5,1.73,47.63,2,2,1
3610,4,1,2,5,1.65,50.35,2,2,1
3611,4,1,2,5,1.63,59.88,1,2,1
3612,5,1,2,5,1.52,39.92,2,2,1
3613,4,1,2,5,1.6,68.95,1,1,1
3614,5,2,3,5,1.8,79.38,2,2,1
3615,5,1,3,7,1.63,58.51,2,2,1
3616,6,2,3,5,1.68,56.7,1,2,1
3617,6,1,3,5,1.57,68.04,2,2,1
3618,6,1,3,5,1.6,53.07,2,2,1
3619,6,2,3,5,1.68,58.51,1,2,1
3620,6,2,3,6,,,2,2,1
3621,5,2,3,7,1.68,58.97,2,2,1
3622,6,2,3,,1.73,61.24,2,2,
3623,7,2,4,7,1.8,89.81,2,2,1
3624,5,2,3,5,1.73,65.77,2,2,1
3625,6,1,3,7,1.63,107.96,2,1,1
3626,7,2,3,5,1.75,55.79,2,2,1
3627,6,2,4,7,1.8,65.77,2,2,
3628,7,2,4,7,1.75,68.04,1,1,1
3629,3,2,1,5,1.65,58.97,2,2,1
3630,4,2,1,6,1.85,78.93,2,2,
3631,4,1,1,6,1.6,47.17,2,2,
3632,3,1,1,7,1.65,63.5,2,2,1
3633,4,1,1,5,1.63,60.33,1,2,1
3634,5,2,3,5,1.78,70.76,2,2,1
3635,6,2,3,5,1.78,92.99,1,1,1
3636,7,1,4,6,1.7,102.06,2,2,1
3637,4,1,1,6,1.55,68.04,2,2,
3638,3,1,1,5,1.65,55.79,2,2,1
3639,3,1,1,3,1.57,43.09,2,2,
3640,4,1,1,5,1.57,57.61,2,2,
3641,4,1,1,5,1.7,69.85,1,2,1
3642,4,2,1,6,1.75,61.24,2,2,1
3643,4,2,1,5,1.68,57.15,1,1,2
3644,5,2,1,7,1.68,100.25,2,1,3
3645,7,2,4,5,1.83,63.5,2,2,2
3646,7,2,4,7,1.75,67.59,2,2,1
3647,6,2,4,7,1.6,58.97,2,2,1
3648,6,2,4,5,1.73,56.7,2,1,1
3649,6,2,4,5,1.78,100.7,1,2,1
3650,7,1,4,5,1.6,54.43,1,1,2
3651,7,2,4,8,1.68,88.91,1,2,1
3652,6,2,4,5,1.85,75.75,2,2,1
3653,7,2,4,5,1.83,74.39,2,2,1
3654,6,1,4,5,1.6,86.18,2,2,1
3655,7,2,4,5,1.78,92.99,2,2,1
3656,6,1,4,5,1.68,70.31,2,2,
3657,5,1,2,6,1.57,56.25,2,2,1
3658,5,2,2,7,,,2,2,1
3659,5,2,2,5,1.78,104.33,2,2,
3660,4,1,2,5,1.73,74.39,1,2,
3661,4,1,2,2,1.55,61.24,1,2,1
3662,4,2,2,5,1.75,102.06,2,2,1
3663,5,2,2,5,1.8,104.33,2,2,
3664,4,1,2,6,1.63,67.13,2,1,1
3665,5,1,2,5,1.63,61.24,1,2,1
3666,4,1,2,7,1.55,47.63,2,2,1
3667,5,2,2,5,1.75,77.11,2,2,1
3668,5,2,2,1,1.85,77.11,2,2,
3669,5,2,2,5,1.63,54.43,1,2,1
3670,5,1,2,5,1.78,65.77,1,2,1
3671,5,1,2,8,1.68,85.28,1,1,2
3672,4,1,2,5,,,2,1,1
3673,5,2,,,1.73,71.67,2,2,1
3674,6,1,3,5,1.65,104.33,2,1,3
3675,3,1,1,7,1.65,59.88,1,1,2
3676,4,2,1,5,1.75,79.38,1,2,2
3677,3,1,1,5,1.5,39.92,2,2,1
3678,5,1,2,2,1.57,66.68,2,2,1
3679,4,2,1,5,1.75,65.77,2,2,1
3680,4,2,1,5,1.75,68.04,2,2,1
3681,5,1,2,8,1.73,54.89,1,1,2
3682,5,1,2,5,1.6,53.52,2,2,
3683,4,1,1,5,1.68,55.34,2,2,1
3684,5,1,2,5,1.7,74.84,2,2,1
3685,3,1,1,7,,,2,2,1
3686,4,1,1,1,,,2,2,1
3687,5,2,3,5,1.63,68.04,2,2,1
3688,3,2,1,5,1.75,55.79,2,2,1
3689,4,1,1,5,1.65,52.16,2,2,1
3690,3,2,1,7,1.78,68.95,2,2,1
3691,4,2,2,5,1.68,52.16,2,2,1
3692,4,1,1,5,1.73,52.16,2,2,1
3693,4,2,2,7,1.75,57.61,2,1,1
3694,4,1,2,5,1.63,54.43,2,2,1
3695,5,2,3,5,1.83,69.4,2,2,1
3696,4,1,1,5,,,2,2,1
3697,5,1,2,5,1.68,83.92,2,2,1
3698,4,2,1,5,1.6,72.58,2,2,1
3699,3,1,1,5,1.5,49.9,2,2,1
3700,4,1,2,5,1.68,52.16,2,2,1
3701,3,2,1,5,1.85,73.48,2,2,
3702,6,1,3,5,1.57,76.66,2,1,2
3703,3,1,1,5,1.7,58.51,1,2,1
3704,4,1,1,5,1.52,66.68,1,1,1
3705,4,1,1,5,1.55,45.36,2,2,1
3706,4,1,2,7,1.63,53.07,1,2,2
3707,4,1,1,5,1.8,56.25,2,2,1
3708,4,2,2,7,1.73,65.77,2,2,1
3709,4,2,2,2,1.88,63.96,2,2,1
3710,4,1,2,5,1.63,52.16,2,2,1
3711,4,2,2,7,1.68,65.77,2,2,
3712,5,2,3,5,1.73,61.24,2,2,
3713,4,1,2,5,1.65,43.09,1,2,1
3714,5,1,2,5,1.57,55.79,2,2,1
3715,5,2,2,7,1.7,72.58,1,2,1
3716,4,1,2,7,1.68,72.58,2,2,
3717,5,2,2,7,1.8,68.04,2,2,1
3718,5,1,2,5,1.6,50.8,2,2,1
3719,5,1,2,5,1.68,54.43,2,2,1
3720,4,2,2,5,1.78,77.11,2,2,1
3721,4,1,2,5,1.78,48.08,2,2,1
3722,5,2,2,5,1.83,83.92,,2,1
3723,4,1,1,3,1.6,82.56,1,2,3
3724,5,1,2,5,1.63,54.43,2,2,1
3725,4,1,2,2,1.63,44.91,2,1,1
3726,6,1,3,5,1.55,49.44,2,2,1
3727,5,1,3,2,1.63,44,2,2,1
3728,7,1,4,5,1.57,46.72,2,2,1
3729,5,1,3,2,1.52,58.97,2,2,1
3730,6,1,4,5,,,2,2,1
3731,5,1,3,2,1.63,54.43,2,2,1
3732,5,1,3,5,1.63,52.16,2,2,1
3733,5,1,3,7,1.52,50.35,1,2,1
3734,4,1,2,5,1.83,76.66,2,2,1
3735,6,1,3,5,1.5,44.91,2,2,1
3736,7,1,4,5,1.63,58.97,2,2,1
3737,3,1,1,5,,,1,2,1
3738,3,1,1,5,1.42,41.73,2,1,1
3739,5,1,2,5,,,2,2,1
3740,6,1,4,5,1.68,61.24,2,2,1
3741,6,1,4,3,1.65,63.5,2,1,
3742,3,1,1,2,,,2,2,1
3743,3,1,1,3,1.55,40.82,1,1,3
3744,5,1,3,8,1.63,68.04,2,1,1
3745,5,2,3,7,1.7,54.89,2,2,1
3746,4,1,2,5,1.7,72.58,1,2,1
3747,4,1,1,5,1.47,39.92,2,2,1
3748,3,1,1,5,1.55,40.82,2,2,1
3749,5,1,2,3,1.65,77.11,2,1,
3750,4,1,1,7,1.6,70.76,1,2,1
3751,4,1,1,2,1.73,58.97,2,2,1
3752,5,1,3,5,1.75,65.77,2,2,1
3753,5,2,3,5,,,1,1,2
3754,4,2,1,5,1.68,65.77,1,1,1
3755,6,1,4,5,1.7,71.67,2,2,1
3756,,,,,,,2,2,1
3757,3,1,1,5,1.55,42.18,1,2,1
3758,4,1,2,5,1.57,48.99,1,2,1
3759,5,1,3,5,1.7,68.04,1,2,1
3760,4,1,2,3,1.63,52.16,2,2,1
3761,4,1,2,3,1.63,63.5,2,2,1
3762,3,1,1,5,1.55,48.99,2,2,1
3763,5,1,3,7,,,2,2,1
3764,5,1,3,3,1.65,66.23,2,1,1
3765,4,2,1,,1.83,63.5,2,2,1
3766,4,1,1,5,1.52,42.64,2,2,1
3767,5,1,3,5,1.63,63.5,2,2,1
3768,5,1,3,5,1.73,51.26,2,2,1
3769,3,1,1,5,1.6,53.52,2,2,1
3770,6,1,4,8,1.63,63.5,2,1,2
3771,6,1,4,2,1.55,44.45,2,1,2
3772,4,1,1,5,1.63,56.25,2,2,1
3773,3,1,1,5,1.57,56.7,2,2,1
3774,6,1,3,2,1.73,69.85,2,2,1
3775,5,1,3,5,1.6,67.59,1,2,1
3776,6,2,4,7,1.9,66.23,2,2,1
3777,4,1,2,5,1.6,47.63,2,2,1
3778,4,1,2,5,,,1,2,1
3779,6,1,3,2,1.65,63.5,2,2,1
3780,4,1,2,5,1.57,53.52,2,2,1
3781,7,1,4,7,1.57,52.16,1,2,1
3782,6,1,4,5,1.7,58.97,2,1,1
3783,5,1,3,5,1.6,43.09,1,2,1
3784,5,1,3,5,1.52,47.63,2,2,1
3785,4,1,1,5,1.52,44.91,1,1,2
3786,7,1,4,7,1.63,46.72,2,2,1
3787,3,1,1,5,1.65,52.16,2,2,1
3788,3,1,1,5,1.65,48.54,2,2,1
3789,3,1,1,5,1.55,45.36,2,2,1
3790,7,2,4,5,1.8,78.47,2,2,1
3791,4,2,2,2,1.7,65.77,2,1,1
3792,4,1,2,5,1.7,56.7,2,2,1
3793,5,2,3,5,1.7,54.43,2,2,1
3794,6,1,4,5,1.55,53.98,1,2,1
3795,4,1,2,7,1.55,63.5,,,
3796,4,1,1,5,1.55,42.18,2,2,1
3797,3,1,1,5,1.57,48.54,2,2,1
3798,6,1,4,5,1.5,77.11,2,2,1
3799,6,1,4,5,1.65,56.7,2,2,1
3800,6,1,3,5,1.68,52.16,2,2,1
3801,3,1,1,5,1.78,84.82,1,2,1
3802,6,1,4,5,1.52,62.6,2,1,1
3803,6,1,4,5,1.63,67.13,2,2,1
3804,6,1,4,5,1.68,52.16,2,2,1
3805,6,1,4,8,1.6,45.36,2,2,
3806,3,1,1,5,1.6,47.63,2,1,1
3807,3,1,1,5,1.57,52.16,2,2,1
3808,3,1,1,5,1.47,37.2,2,2,1
3809,7,1,4,5,1.78,50.8,1,2,1
3810,5,1,3,5,1.63,66.23,1,2,1
3811,6,1,4,5,1.65,68.95,1,2,1
3812,3,1,1,5,,,1,2,1
3813,3,1,1,3,1.52,42.18,2,2,1
3814,6,1,3,5,1.68,58.97,2,2,1
3815,3,1,1,5,1.68,52.16,2,2,1
3816,4,1,2,7,1.65,60.33,2,2,1
3817,3,1,1,5,1.57,44.45,2,2,1
3818,3,1,1,5,,,1,2,1
3819,4,1,2,2,1.63,49.9,1,1,1
3820,7,1,4,5,1.65,56.7,2,2,
3821,4,2,2,2,1.7,70.31,1,2,1
3822,5,1,2,2,1.65,51.26,1,1,
3823,5,1,3,5,1.68,54.43,2,2,1
3824,5,2,3,3,1.8,83.92,2,2,
3825,5,1,3,5,1.65,54.43,2,2,1
3826,3,1,1,5,1.57,50.35,2,2,1
3827,4,1,2,5,1.6,52.16,2,2,1
3828,4,1,2,5,1.65,56.25,2,2,1
3829,5,1,3,5,1.7,61.69,1,2,1
3830,4,1,2,2,1.6,44,2,2,1
3831,6,1,4,2,1.6,53.52,2,2,
3832,5,1,3,5,1.57,50.8,2,2,1
3833,4,1,2,5,1.55,61.24,2,2,1
3834,4,1,2,2,1.65,63.5,2,2,1
3835,4,1,2,5,,,2,2,1
3836,5,1,2,5,1.63,50.8,2,2,1
3837,4,1,2,5,1.57,45.36,2,2,1
3838,4,1,2,5,1.68,48.08,2,2,1
3839,4,1,2,5,1.57,56.7,2,2,1
3840,6,2,4,7,1.98,117.94,2,2,1
3841,5,1,3,5,1.63,54.43,2,2,1
3842,4,2,2,5,,,1,2,1
3843,4,2,2,5,1.8,106.14,1,1,1
3844,4,1,2,5,1.7,50.8,1,1,1
3845,4,1,2,5,1.7,68.49,2,2,1
3846,5,1,3,5,1.6,54.43,2,2,1
3847,5,1,3,5,1.6,52.16,2,2,1
3848,6,2,4,2,1.8,56.7,2,2,1
3849,6,2,4,5,1.85,68.95,2,2,1
3850,5,1,2,5,1.75,63.5,2,2,1
