Number,q1,q2,q3,raceeth,q6,q7,q23,q26,q28
5999,4,1,1,5,1.78,56.7,2,2,1
6000,4,1,1,5,1.6,50.8,1,2,1
6001,4,1,1,5,1.73,55.34,2,2,1
6002,4,2,1,5,1.75,78.47,2,2,1
6003,4,2,1,5,1.78,61.24,2,2,1
6004,4,1,1,7,1.63,58.06,2,2,1
6005,4,1,1,5,1.68,58.97,2,2,1
6006,4,1,1,5,1.73,52.16,2,2,1
6007,4,2,1,5,1.75,52.16,2,2,1
6008,4,1,1,2,1.57,49.9,2,2,1
6009,5,1,5,7,,,2,2,1
6010,7,2,4,5,1.75,65.77,2,2,1
6011,3,1,1,5,1.6,49.9,1,1,2
6012,4,2,1,5,1.78,61.24,1,1,1
6013,4,2,1,5,1.88,81.65,2,2,1
6014,5,2,1,5,,,2,2,1
6015,3,1,1,2,1.57,52.16,2,2,1
6016,5,1,2,3,1.55,58.97,1,2,1
6017,5,2,2,5,1.78,81.65,2,2,1
6018,5,1,2,5,1.7,70.31,2,2,1
6019,4,2,2,7,1.8,75.75,2,2,1
6020,4,1,2,3,1.73,61.24,2,2,1
6021,4,1,2,5,1.65,58.06,1,1,1
6022,4,1,2,5,1.73,63.5,2,2,1
6023,5,2,2,5,1.75,49.9,2,2,1
6024,5,2,2,5,1.78,58.06,1,2,1
6025,5,2,2,7,1.75,70.31,1,1,5
6026,5,1,2,,1.7,55.34,2,2,1
6027,4,1,2,5,,,2,2,
6028,4,2,2,3,1.73,58.97,2,2,
6029,5,2,2,4,1.8,61.69,1,2,1
6030,5,2,2,8,1.88,78.02,1,2,1
6031,5,2,2,3,1.75,65.77,1,1,4
6032,4,1,2,3,,,2,2,1
6033,5,1,3,2,1.6,47.63,1,2,1
6034,6,2,3,2,1.83,73.48,2,2,1
6035,5,2,3,2,,,2,2,
6036,6,1,3,2,1.63,49.9,2,2,1
6037,6,2,3,2,1.75,58.06,2,2,1
6038,6,1,3,2,1.6,61.24,2,2,1
6039,6,1,3,2,1.65,51.26,2,2,1
6040,5,1,3,7,1.63,54.43,2,1,2
6041,6,2,3,5,1.83,72.58,2,2,1
6042,6,2,3,5,1.9,52.16,2,2,1
6043,5,1,3,5,1.7,55.34,2,2,1
6044,5,1,3,5,1.7,70.31,2,2,1
6045,6,2,3,5,1.78,68.04,2,2,1
6046,6,2,3,3,1.75,77.11,2,2,
6047,6,2,3,5,1.7,65.77,2,2,1
6048,6,2,3,5,1.8,90.27,2,2,1
6049,6,1,3,5,,,2,2,1
6050,6,1,3,5,1.68,58.97,2,1,1
6051,6,2,3,7,1.63,79.38,2,2,1
6052,6,1,3,7,1.5,45.81,2,2,1
6053,7,2,2,7,,,2,2,
6054,6,2,3,7,1.7,58.97,2,2,1
6055,6,2,3,7,1.8,104.33,2,2,
6056,6,2,3,7,1.73,56.7,2,2,1
6057,6,2,3,7,1.65,81.65,2,2,1
6058,6,1,3,7,1.68,97.52,2,2,1
6059,6,1,3,7,1.5,71.67,2,2,
6060,5,1,3,7,1.55,58.97,2,2,1
6061,6,1,3,7,1.63,81.65,1,1,3
6062,5,2,3,6,2.01,95.71,2,2,1
6063,6,1,3,6,1.7,80.74,2,2,
6064,6,1,3,7,1.52,63.96,2,2,1
6065,6,2,3,7,1.8,99.79,2,2,1
6066,6,2,4,7,1.8,66.68,2,2,
6067,5,2,3,6,1.65,68.04,2,2,1
6068,6,1,3,7,1.63,56.25,2,2,1
6069,6,1,3,6,1.55,72.58,2,2,1
6070,5,2,3,6,1.83,61.24,2,2,
6071,5,2,3,7,1.78,70.31,2,1,1
6072,6,1,3,7,1.7,103.42,2,2,
6073,5,1,3,7,,,2,1,1
6074,6,2,3,7,1.73,84.82,2,2,1
6075,6,1,3,7,1.5,99.79,1,2,1
6076,6,2,3,6,1.6,74.84,,,
6077,6,1,3,6,1.57,94.35,2,2,1
6078,6,2,2,7,,,2,2,1
6079,6,2,4,6,1.73,81.65,2,2,
6080,7,2,4,7,1.68,63.5,2,2,
6081,6,2,4,7,1.65,52.62,2,2,
6082,7,2,4,7,1.75,68.04,2,2,
6083,7,2,4,7,1.68,82.56,2,2,1
6084,6,2,4,6,1.85,74.84,2,2,1
6085,6,2,4,7,1.78,88.45,2,2,1
6086,6,2,4,6,1.78,108.86,2,2,1
6087,6,1,4,7,1.45,86.18,2,2,
6088,4,2,2,6,,,,2,
6089,4,1,2,7,1.63,54.43,2,2,1
6090,4,2,2,7,1.75,67.13,2,2,1
6091,5,1,2,7,1.5,48.08,2,2,1
6092,4,1,2,7,1.5,53.98,2,1,1
6093,4,2,2,7,1.65,74.84,2,1,5
6094,5,1,2,7,1.6,94.8,1,1,5
6095,4,2,2,6,,,2,2,1
6096,4,1,2,7,1.63,49.9,2,2,1
6097,4,2,2,7,1.6,53.98,2,2,1
6098,5,2,2,7,1.78,88.45,2,2,1
6099,6,1,2,7,1.55,61.24,2,2,
6100,5,2,2,7,,,2,2,
6101,4,2,2,7,1.75,95.26,1,2,
6102,5,1,2,7,1.57,86.18,2,2,1
6103,5,1,2,7,1.57,58.97,2,2,1
6104,4,2,2,7,1.73,97.52,2,2,
6105,5,2,2,3,1.68,58.97,2,2,
6106,6,2,2,7,1.73,58.97,2,1,2
6107,4,2,2,7,,,2,2,1
6108,5,2,2,,,,2,2,1
6109,4,1,1,5,1.6,69.4,2,2,1
6110,3,1,1,6,,,2,2,1
6111,3,1,1,5,1.52,44,2,2,
6112,4,1,1,5,1.73,61.24,2,2,1
6113,4,1,1,5,1.63,54.43,2,2,1
6114,5,2,2,5,1.83,91.63,2,2,1
6115,4,2,1,6,1.75,83.01,2,2,1
6116,4,1,1,6,1.52,51.26,1,2,1
6117,5,2,2,5,1.78,70.31,2,2,1
6118,4,1,1,5,1.68,65.77,2,2,1
6119,3,2,1,5,1.8,81.65,1,2,1
6120,5,1,1,5,1.55,54.43,1,2,
6121,6,2,4,7,1.85,81.65,2,2,1
6122,6,1,3,5,1.7,67.13,2,2,1
6123,7,2,4,5,1.78,81.65,1,2,
6124,6,1,4,5,1.63,55.79,1,2,2
6125,4,1,1,7,,,1,1,
6126,4,1,1,5,1.65,53.07,2,2,1
6127,4,1,1,5,1.63,52.16,1,2,1
6128,3,1,1,5,1.52,57.61,1,1,1
6129,4,2,1,5,1.78,83.92,1,2,1
6130,4,1,1,6,1.65,43.09,2,2,1
6131,4,2,1,5,1.7,63.5,2,2,
6132,4,1,1,6,1.7,58.06,2,2,
6133,4,2,1,7,1.7,69.4,2,2,1
6134,4,2,1,5,1.78,54.89,1,2,1
6135,6,1,3,7,1.68,54.43,2,2,
6136,5,1,3,5,1.65,64.86,2,2,1
6137,5,1,3,5,1.57,50.8,2,2,1
6138,6,1,3,7,1.68,65.77,2,2,1
6139,4,2,1,7,1.75,70.31,2,2,
6140,7,1,4,7,1.6,47.63,2,2,1
6141,6,1,4,5,1.7,65.77,2,2,1
6142,7,2,4,5,,,2,2,1
6143,7,1,4,5,1.75,77.11,2,2,1
6144,7,2,4,5,1.88,70.31,2,2,1
6145,6,1,4,7,1.6,56.7,2,2,1
6146,5,1,2,5,1.63,54.43,2,2,1
6147,5,1,3,6,1.55,56.7,1,2,1
6148,6,1,3,5,1.7,58.97,2,2,1
6149,5,1,3,5,1.65,61.24,1,2,1
6150,5,1,2,5,1.7,48.54,1,2,1
6151,5,1,2,7,1.63,52.16,1,2,1
6152,6,1,3,5,1.73,86.18,2,2,1
6153,6,2,3,5,1.85,68.04,2,2,1
6154,6,1,3,6,1.63,51.71,1,2,
6155,6,2,3,5,1.9,81.65,2,2,1
6156,5,1,3,6,1.52,54.43,2,1,3
6157,5,2,2,5,1.75,67.59,2,2,1
6158,5,2,2,5,1.8,77.11,2,2,1
6159,5,1,2,5,1.73,61.24,2,2,1
6160,5,2,2,5,1.83,74.84,2,2,1
6161,7,2,4,5,1.78,75.75,2,2,1
6162,7,2,4,5,1.96,86.18,2,2,1
6163,7,2,4,5,1.8,95.71,2,2,1
6164,7,2,4,5,1.73,104.33,2,2,1
6165,6,1,4,7,,,2,2,1
6166,6,1,4,5,1.73,99.79,1,1,1
6167,7,1,4,7,1.6,69.4,2,2,1
6168,7,2,4,6,1.78,88.45,2,2,1
6169,5,2,3,5,1.75,67.13,2,2,1
6170,7,2,3,5,1.96,84.37,2,1,1
6171,5,2,2,5,1.8,79.38,2,2,1
6172,5,1,2,7,1.55,54.43,2,2,1
6173,6,1,3,7,1.7,81.65,2,2,1
6174,4,2,2,5,1.8,58.97,2,1,1
6175,5,1,2,7,1.63,58.06,2,2,1
6176,5,1,2,5,1.68,52.16,2,1,1
6177,5,1,2,5,1.57,54.43,2,2,
6178,5,2,2,5,1.78,99.34,2,2,1
6179,5,2,2,5,1.78,56.7,2,2,1
6180,5,1,2,7,1.6,61.24,2,2,3
6181,5,2,2,7,1.88,95.26,2,2,1
6182,5,1,2,4,1.7,61.24,1,2,1
6183,5,2,2,5,1.83,72.58,2,2,1
6184,5,1,2,7,1.68,55.34,2,2,1
6185,5,1,2,5,,,2,2,1
6186,5,1,2,5,1.73,68.04,2,2,1
6187,5,2,2,7,1.83,147.42,2,1,
6188,5,2,2,7,1.88,129.28,2,2,1
6189,5,1,2,7,1.63,50.8,2,2,1
6190,4,1,1,5,1.68,56.7,1,1,3
6191,4,1,1,5,1.65,52.16,2,2,1
6192,4,2,1,5,1.83,68.04,2,2,1
6193,4,2,1,3,1.65,63.5,2,2,1
6194,4,2,1,5,1.88,73.03,2,2,1
6195,4,1,1,2,1.57,56.25,2,1,1
6196,3,2,1,7,1.73,54.43,1,2,1
6197,3,1,1,5,1.68,65.77,2,2,1
6198,4,1,1,5,1.75,68.04,1,1,3
6199,4,2,1,5,1.68,56.7,2,2,1
6200,4,2,1,5,1.78,62.6,2,2,1
6201,4,1,1,5,1.65,61.24,2,2,1
6202,4,2,1,5,1.8,52.16,2,2,1
6203,4,2,1,5,1.63,57.15,1,2,1
6204,4,2,1,5,1.73,82.56,2,2,1
6205,4,1,1,5,1.68,111.13,2,1,2
6206,4,2,1,3,1.78,62.6,1,2,1
6207,3,2,1,5,1.63,59.88,1,2,1
6208,4,1,1,3,,,2,2,
6209,4,2,1,5,1.75,59.88,1,2,1
6210,4,2,1,5,1.78,85.28,2,2,1
6211,4,2,1,5,1.78,107.5,2,2,1
6212,4,2,1,1,1.83,89.81,2,1,2
6213,7,1,1,2,1.6,95.26,2,1,
6214,4,2,1,5,1.73,62.14,2,1,2
6215,4,1,1,5,1.57,55.34,1,2,1
6216,4,2,1,5,1.88,74.84,2,2,1
6217,4,1,1,1,1.6,70.31,1,1,2
6218,3,1,1,5,1.63,57.15,1,1,2
6219,4,2,1,5,1.78,63.96,2,2,1
6220,4,1,1,5,1.7,61.24,2,2,1
6221,6,1,3,5,1.6,47.63,2,1,1
6222,4,2,1,5,1.88,72.58,2,2,1
6223,3,1,1,5,1.7,52.16,1,1,
6224,4,2,1,5,1.73,57.15,2,2,1
6225,4,2,1,5,1.75,65.77,2,2,1
6226,6,1,4,5,1.63,72.58,1,1,3
6227,7,2,4,5,1.85,81.65,2,2,1
6228,7,2,4,5,1.75,99.79,1,1,2
6229,7,2,4,1,,,1,1,5
6230,7,2,4,5,1.8,70.31,2,2,1
6231,7,2,4,5,1.73,81.65,2,2,1
6232,7,2,4,5,1.73,70.31,2,2,1
6233,5,1,2,5,1.68,65.77,1,2,1
6234,7,1,4,5,1.75,60.33,2,2,1
6235,7,2,4,5,1.85,65.77,2,2,
6236,7,2,4,5,1.7,65.77,2,2,1
6237,7,1,4,5,1.68,83.01,1,1,1
6238,7,2,4,5,1.68,61.24,2,1,5
6239,7,2,4,5,1.88,81.65,2,2,1
6240,5,1,2,7,1.52,53.07,1,2,
6241,5,2,2,7,1.75,65.77,1,1,3
6242,5,2,2,7,,,2,2,1
6243,5,2,2,7,1.7,64.41,2,1,2
6244,5,1,2,7,1.63,68.04,2,2,1
6245,3,2,2,7,1.78,68.04,1,2,
6246,5,1,3,7,1.7,55.34,1,2,1
6247,6,2,4,7,,,2,2,
6248,7,1,4,7,1.5,45.36,2,2,1
6249,5,1,2,7,,,2,2,1
6250,4,2,2,7,1.78,81.65,2,2,1
6251,5,2,2,7,1.65,77.11,2,2,1
6252,4,1,2,6,1.57,54.43,1,2,1
6253,5,2,2,7,1.75,48.08,2,2,1
6254,5,2,2,7,,,2,2,
6255,5,2,2,7,1.68,58.97,2,2,1
6256,5,2,2,7,1.73,83.92,2,2,1
6257,4,2,2,7,1.52,44.45,2,2,
6258,7,2,4,7,1.73,78.02,2,2,1
6259,6,2,3,7,1.78,78.02,2,2,1
6260,7,1,4,7,1.68,66.68,1,2,1
6261,6,1,4,7,1.55,65.77,2,2,
6262,5,1,3,7,1.7,107.5,2,2,1
6263,5,2,3,7,1.88,104.33,2,2,1
6264,6,1,3,7,1.65,109.32,2,1,3
6265,6,2,3,7,1.75,81.65,2,2,1
6266,5,2,3,7,1.8,68.04,2,2,1
6267,6,1,4,7,1.63,47.17,2,2,1
6268,6,2,4,7,1.83,104.33,2,1,1
6269,6,1,4,7,1.52,72.58,2,1,1
6270,6,1,4,7,1.65,90.72,2,2,1
6271,7,2,4,6,1.8,103.87,2,2,1
6272,7,1,4,6,1.55,54.43,2,,1
6273,6,1,4,6,1.7,53.07,2,2,
6274,5,2,3,7,1.57,58.51,2,2,1
6275,6,1,4,7,1.68,56.7,2,2,1
6276,6,2,2,7,,,1,1,
6277,5,1,2,7,1.55,53.52,2,2,1
6278,6,1,2,7,1.55,58.97,1,2,1
6279,4,1,2,6,1.55,65.32,2,2,1
6280,7,2,4,7,1.8,81.65,2,2,
6281,6,1,3,6,1.55,60.33,2,2,1
6282,7,1,3,7,1.65,57.61,2,2,
6283,5,1,3,6,1.57,70.31,2,1,1
6284,7,2,3,7,1.9,88.45,2,2,1
6285,6,2,3,7,1.75,71.22,2,2,1
6286,6,2,3,6,1.83,70.31,2,2,
6287,7,2,4,7,1.83,90.72,2,2,1
6288,5,1,3,7,1.65,81.65,2,1,1
6289,6,1,3,7,1.63,58.97,2,1,2
6290,7,2,4,7,1.7,82.1,2,2,
6291,6,2,3,6,,,2,2,
6292,5,1,3,7,1.57,49.44,1,2,1
6293,5,1,3,7,1.57,63.5,2,2,
6294,6,2,3,7,1.73,89.81,1,1,2
6295,4,1,2,6,1.5,88.91,2,2,1
6296,6,1,3,7,1.68,65.77,2,2,1
6297,5,2,3,6,1.75,124.74,2,2,1
6298,6,2,3,7,1.7,58.06,2,2,
6299,4,2,2,6,1.65,46.27,2,2,1
6300,5,2,2,7,1.78,64.41,2,2,1
6301,6,1,1,7,,,2,2,1
6302,5,2,2,6,,,2,2,1
6303,6,1,4,6,1.63,44,2,2,1
6304,6,2,2,6,1.7,111.13,2,2,1
6305,5,1,3,6,1.57,70.31,2,1,1
6306,5,2,2,,1.83,86.18,2,2,1
6307,6,1,3,7,1.52,64.86,1,1,1
6308,4,2,2,7,1.8,100.25,1,2,1
6309,3,2,2,7,1.68,68.49,2,2,1
6310,4,2,2,7,1.65,64.41,2,2,1
6311,6,2,2,4,1.85,129.28,2,2,1
6312,5,1,2,7,1.55,48.08,1,1,3
6313,4,2,2,7,1.7,89.81,2,1,3
6314,4,2,2,6,1.83,77.11,2,2,1
6315,4,1,2,7,1.47,61.69,1,2,1
6316,4,1,2,6,,,2,2,1
6317,7,2,4,5,1.78,92.53,2,2,1
6318,6,1,4,5,1.5,52.16,2,2,1
6319,6,1,4,5,1.6,44.45,2,2,1
6320,6,1,4,5,1.63,54.43,1,2,1
6321,6,2,4,2,1.8,63.5,2,2,1
6322,7,1,4,5,1.55,81.65,1,2,1
6323,7,1,4,5,1.8,68.04,1,1,1
6324,7,2,4,5,1.78,68.04,2,2,1
6325,7,2,4,5,1.9,83.01,2,2,1
6326,7,2,4,5,1.8,68.04,2,2,1
6327,7,2,4,5,1.9,74.84,2,1,
6328,7,2,4,5,1.75,103.87,2,2,1
6329,6,1,4,5,1.63,58.06,1,2,
6330,7,1,4,5,1.65,58.97,2,2,1
6331,7,2,4,5,1.85,83.92,2,2,1
6332,6,1,4,5,1.7,65.77,2,2,1
6333,4,1,2,5,,,1,1,1
6334,5,2,2,5,1.75,72.58,2,2,
6335,5,1,2,5,1.68,61.24,2,2,1
6336,5,2,2,5,1.83,74.39,2,2,1
6337,7,2,4,5,1.85,74.84,2,2,1
6338,3,1,1,5,1.73,63.5,2,2,1
6339,4,1,1,5,1.65,58.06,2,2,1
6340,4,2,1,5,1.73,63.5,1,2,1
6341,3,1,1,5,1.65,47.63,2,2,1
6342,4,2,1,5,1.57,61.24,1,2,1
6343,3,2,1,5,1.55,53.07,2,2,1
6344,4,1,1,5,1.63,72.58,1,2,1
6345,3,1,1,2,1.57,46.72,2,2,1
6346,3,2,1,5,1.73,67.13,2,2,1
6347,5,2,1,5,1.75,90.72,1,2,
6348,4,1,1,5,1.55,52.16,2,1,1
6349,3,2,1,5,1.75,63.5,2,2,1
6350,4,2,1,5,1.85,86.64,1,2,1
6351,4,1,1,5,1.63,58.97,1,2,1
6352,4,1,1,5,1.65,69.85,2,2,1
6353,3,1,1,5,1.6,53.52,2,2,1
6354,3,1,1,5,1.65,53.07,2,2,1
6355,3,2,1,5,1.8,85.73,2,2,1
6356,4,2,1,5,1.68,58.97,2,2,1
6357,5,1,2,5,1.65,54.43,2,2,1
6358,5,2,2,5,1.65,61.24,1,2,1
6359,6,1,3,5,1.7,58.97,2,2,1
6360,6,2,3,5,1.83,79.38,2,1,
6361,6,2,3,5,1.73,92.99,1,2,1
6362,6,1,3,5,1.55,58.97,2,2,
6363,6,1,3,5,1.57,55.79,1,2,1
6364,5,1,3,5,1.47,52.16,1,2,1
6365,6,1,3,5,1.55,52.62,2,2,1
6366,6,1,3,5,1.65,80.74,1,1,3
6367,5,1,2,5,1.75,58.97,2,2,
6368,4,1,2,7,1.68,63.5,1,1,3
6369,4,2,2,5,1.75,72.58,1,2,1
6370,5,2,2,5,1.68,63.5,2,2,1
6371,5,1,2,5,1.63,48.54,2,2,1
6372,5,1,2,,1.52,54.43,2,2,1
6373,5,2,2,5,1.78,90.72,1,1,1
6374,5,2,2,5,1.8,86.18,2,2,
6375,4,1,2,5,,,1,2,
6376,5,2,2,7,1.78,63.5,2,2,1
6377,6,2,3,5,,,2,2,1
6378,5,1,3,5,1.7,68.04,2,2,1
6379,5,1,3,5,1.68,58.97,1,2,1
6380,5,1,3,5,1.73,87.09,2,2,1
6381,6,1,3,5,1.57,55.79,2,2,
6382,6,2,3,5,1.83,127.01,2,1,5
6383,5,1,3,5,1.8,65.77,2,1,1
6384,6,1,3,5,1.63,95.26,2,1,1
6385,5,1,3,5,1.73,154.68,2,1,3
6386,5,2,3,5,1.83,83.92,2,1,1
6387,5,1,2,5,1.6,83.46,2,2,1
6388,5,2,2,3,1.73,71.22,2,2,1
6389,5,1,2,5,1.6,46.27,1,2,1
6390,5,2,2,5,1.68,56.7,2,2,1
6391,3,2,2,5,,,1,2,
6392,5,1,2,5,,,2,2,1
6393,4,1,1,5,1.55,53.52,2,2,1
6394,3,1,1,5,,,2,2,1
6395,3,1,1,5,1.6,45.36,2,2,1
6396,5,2,2,6,1.68,55.79,1,2,1
6397,6,2,2,5,1.9,72.12,2,2,1
6398,5,2,2,7,1.65,72.58,2,2,1
6399,5,1,2,5,1.68,55.79,2,2,1
6400,5,1,2,5,,,2,2,1
6401,5,1,2,5,1.57,52.16,2,2,1
6402,4,1,2,5,1.63,68.04,1,2,1
6403,4,2,1,3,1.83,59.88,2,2,1
6404,4,2,1,5,1.7,58.97,1,2,1
6405,4,1,1,5,1.75,49.9,2,2,1
6406,4,1,1,8,1.63,52.62,2,2,1
6407,3,1,1,5,1.55,45.36,2,2,1
6408,4,2,1,7,1.75,57.15,2,2,1
6409,4,1,1,5,,,2,2,1
6410,3,1,1,5,1.65,54.43,2,2,1
6411,4,2,1,5,1.78,68.04,2,2,1
6412,4,1,1,5,1.57,45.36,2,2,1
6413,4,1,2,5,1.6,68.04,2,1,4
6414,5,1,2,5,1.68,56.7,2,2,1
6415,4,2,2,5,,,2,1,2
6416,4,2,2,5,1.68,78.93,1,1,3
6417,4,1,2,5,1.63,57.15,2,2,1
6418,5,2,2,5,1.75,74.84,1,2,1
6419,,,,,,,2,2,1
6420,4,1,2,5,1.63,52.62,2,2,1
6421,4,2,2,2,1.78,69.85,2,2,1
6422,4,2,2,5,1.75,136.99,2,1,1
6423,4,1,2,5,1.65,52.62,2,1,1
6424,4,2,2,2,1.8,56.7,2,1,1
6425,5,1,2,8,1.65,93.9,2,2,1
6426,5,1,2,5,1.7,52.16,2,2,1
6427,4,1,2,5,1.68,56.7,2,2,1
6428,4,2,2,2,,,2,2,1
6429,5,1,2,5,1.55,49.9,1,1,1
6430,5,1,2,8,1.63,51.26,2,2,1
6431,5,2,2,5,1.6,48.08,1,1,1
6432,5,2,2,5,1.8,91.63,1,2,1
6433,5,2,2,5,1.68,49.9,2,2,1
6434,5,2,2,7,,,1,2,1
6435,5,2,2,7,1.8,81.19,2,2,1
6436,5,1,2,5,1.57,50.8,2,2,1
6437,5,2,2,5,1.68,56.7,2,2,1
6438,5,1,3,2,1.57,44.45,2,2,1
6439,5,1,3,5,1.65,47.63,2,1,1
6440,6,2,3,5,1.83,88.45,1,2,1
6441,5,2,2,2,1.73,55.34,2,2,1
6442,5,2,2,5,1.78,61.24,1,2,1
6443,4,2,2,5,1.8,98.88,1,2,1
6444,4,2,2,2,1.78,77.11,2,2,1
6445,5,1,3,5,1.68,68.04,2,1,1
6446,6,2,3,5,1.8,67.13,2,2,1
6447,6,2,3,5,1.85,71.67,2,2,1
6448,5,1,3,5,1.75,65.77,2,2,1
6449,5,1,3,5,1.55,81.65,2,2,1
6450,6,2,3,5,1.88,92.99,2,2,1
6451,6,2,3,5,1.73,63.5,2,2,1
6452,5,1,3,4,1.65,78.02,2,2,1
6453,5,1,3,5,1.7,62.6,1,2,1
6454,5,1,3,8,1.52,43.09,1,2,1
6455,5,2,3,5,1.75,51.71,2,2,1
6456,6,1,3,5,1.7,72.58,1,2,1
6457,5,1,3,5,1.73,68.04,2,2,1
6458,6,1,3,5,1.63,53.52,2,2,1
6459,6,1,3,5,1.68,74.84,2,1,
6460,6,2,3,2,1.8,83.92,2,2,1
6461,6,2,3,5,1.78,88.45,2,2,1
6462,5,1,3,7,1.57,47.17,2,2,1
6463,5,2,3,2,1.75,56.7,2,2,1
6464,6,2,3,2,1.75,92.99,2,2,1
6465,5,1,3,5,1.68,55.79,2,2,1
6466,6,2,3,5,,,2,2,1
6467,6,2,3,2,1.83,113.4,2,2,1
6468,5,1,3,6,1.68,56.7,2,1,
6469,6,2,3,5,1.83,81.65,2,2,1
6470,5,1,3,5,1.7,58.97,2,2,1
6471,6,1,3,5,1.63,50.35,2,2,1
6472,6,1,3,5,1.63,52.16,2,2,
6473,3,2,1,7,1.7,54.43,1,2,
6474,3,1,1,5,1.63,73.48,2,2,1
6475,4,2,1,5,1.7,54.43,1,2,1
6476,5,2,1,5,1.68,56.25,2,2,1
6477,3,1,1,5,,,2,1,3
6478,3,2,1,2,1.75,78.93,1,2,
6479,4,2,2,5,1.73,56.7,2,2,
6480,7,2,4,8,1.75,73.48,2,2,1
6481,7,2,4,7,1.75,76.2,2,2,1
6482,6,2,4,5,1.68,59.42,2,2,1
6483,4,2,1,6,1.68,84.37,1,1,3
6484,3,1,1,5,1.65,86.64,1,2,1
6485,3,2,1,1,1.6,69.4,2,1,1
6486,4,1,1,5,1.63,68.04,,,
6487,4,2,2,5,1.85,74.84,1,1,1
6488,3,1,1,2,1.57,49.9,2,2,1
6489,3,1,1,5,,,2,2,1
6490,4,2,1,5,1.73,53.52,2,2,1
6491,4,2,1,5,1.78,58.06,1,1,2
6492,7,2,4,5,1.78,84.37,2,1,2
6493,6,1,4,5,1.73,72.58,2,2,1
6494,7,2,4,5,1.78,81.65,2,2,1
6495,7,1,4,5,1.68,49.9,2,2,1
6496,6,1,4,5,1.63,68.04,2,2,1
6497,6,1,4,5,1.55,57.61,2,2,1
6498,6,1,4,5,1.8,58.97,2,2,1
6499,7,1,4,6,1.63,79.38,1,2,1
6500,6,2,4,5,,,1,2,1
6501,,,,,,,2,1,1
6502,7,2,4,5,1.93,90.72,2,2,1
6503,7,2,4,5,1.9,131.54,2,2,1
6504,6,2,4,2,1.8,74.39,2,2,1
6505,7,1,4,5,1.6,61.24,2,2,1
6506,7,1,4,5,1.75,54.89,2,1,
6507,7,1,4,2,1.7,72.58,2,2,1
6508,6,1,4,5,1.57,68.04,2,2,1
6509,6,2,4,2,1.8,57.61,2,2,1
6510,7,2,4,2,1.78,56.7,2,2,
6511,7,2,4,5,1.78,54.43,2,1,1
6512,7,1,4,5,1.42,44.45,2,2,1
6513,6,1,4,7,1.6,70.31,2,2,1
6514,6,2,4,5,1.75,61.24,2,1,1
6515,6,1,4,5,,,2,2,1
6516,7,1,4,6,1.6,53.52,1,1,4
6517,7,2,4,5,1.78,63.5,2,2,1
6518,6,2,4,5,1.75,64.41,2,2,1
6519,6,2,4,2,1.73,81.65,2,2,1
6520,7,2,4,5,1.78,77.11,2,2,1
6521,6,2,4,5,1.8,86.18,2,2,1
6522,6,1,4,8,1.7,65.77,2,2,1
6523,6,2,4,5,1.78,77.11,2,2,1
6524,7,1,4,3,1.68,101.15,2,2,1
6525,7,2,4,5,1.93,84.37,2,2,
6526,7,2,4,3,1.7,54.43,2,1,1
6527,6,2,4,5,1.8,98.88,2,2,1
6528,7,1,4,5,1.57,46.72,,,
6529,6,2,4,5,1.8,73.03,2,2,1
6530,7,2,4,3,1.73,57.61,2,1,1
6531,6,1,4,5,1.75,116.58,1,2,1
6532,7,2,4,5,1.8,70.31,2,2,1
6533,7,1,4,5,1.73,63.5,2,2,1
6534,5,2,2,5,1.8,63.5,2,2,1
6535,4,2,2,5,1.6,55.79,1,2,1
6536,6,2,2,5,1.68,69.4,2,2,1
6537,4,1,2,5,1.73,72.58,1,2,1
6538,4,2,2,5,1.68,54.43,2,2,1
6539,4,2,2,5,1.73,102.06,2,2,1
6540,5,2,2,3,1.75,88.45,2,1,4
6541,6,1,2,8,1.6,70.76,1,1,3
6542,5,2,2,5,1.78,66.68,2,2,1
6543,7,1,4,5,1.6,63.05,2,1,1
6544,5,2,2,3,1.78,57.15,2,2,1
6545,,,,,,,2,2,1
6546,5,2,2,8,1.75,77.11,2,1,2
6547,4,2,2,5,1.63,62.6,2,2,1
6548,5,1,2,5,1.7,65.77,1,2,1
6549,5,2,2,8,1.83,75.75,2,2,1
6550,5,1,2,5,,,2,2,1
6551,5,2,2,7,1.7,61.24,2,2,1
6552,5,1,2,8,1.68,68.04,2,2,1
6553,4,1,2,6,,,2,2,
6554,6,2,3,5,1.7,63.96,2,2,1
6555,5,1,3,5,1.63,79.38,2,2,1
6556,5,2,3,3,1.78,58.97,2,2,1
6557,5,2,3,6,1.68,60.33,2,2,1
6558,6,2,3,5,1.83,69.4,2,2,1
6559,5,1,3,3,1.6,48.08,2,1,1
6560,5,1,3,3,1.57,45.81,2,2,1
6561,5,1,3,8,1.7,113.4,2,1,1
6562,5,1,3,5,1.6,46.72,2,2,1
6563,5,2,2,7,1.6,53.07,2,2,1
6564,5,1,3,2,1.63,68.04,2,2,1
6565,5,2,3,5,,,2,2,1
6566,5,1,3,3,,,2,2,1
6567,5,2,3,5,1.73,106.6,1,1,1
6568,5,1,3,5,1.65,49.9,2,2,1
6569,6,2,3,7,,,2,2,1
6570,5,1,3,5,1.55,72.58,1,2,1
6571,5,1,3,5,1.65,46.27,1,2,1
6572,5,1,3,6,,,2,2,1
6573,5,1,3,5,1.7,58.97,1,2,1
6574,4,1,1,5,1.68,58.97,2,2,1
